Tiempo[ms] �?Z[Ω] Z0[Ω] 
0.92 0.541553 36.8256 
0.921 0.541553 36.8191 
0.922 0.541553 36.8125 
0.923 0.541553 36.806 
0.924 0.541553 36.7995 
0.925 0.541553 36.7929 
0.926 0.541553 36.7864 
0.927 0.541553 36.7798 
0.928 0.541553 36.7733 
0.929 0.541553 36.7667 
0.93 0.541553 36.7602 
0.931 0.541553 36.7536 
0.932 0.541553 36.7896 
0.933 0.541553 36.8256 
0.934 0.541553 36.8256 
0.935 0.541553 36.8256 
0.936 0.541553 36.8256 
0.937 0.541553 36.8256 
0.938 0.541553 36.8256 
0.939 0.541553 36.8256 
0.94 0.541553 36.8256 
0.941 0.541553 36.7896 
0.942 0.541553 36.7536 
0.943 0.541553 36.7176 
0.944 0.541553 36.6816 
0.945 0.541553 36.6456 
0.946 0.541553 36.6456 
0.947 0.541553 36.6816 
0.948 0.541553 36.6816 
0.949 0.541553 36.7176 
0.95 0.541553 36.7176 
0.951 0.541553 36.7209 
0.952 0.541553 36.7242 
0.953 0.541553 36.7275 
0.954 0.541553 36.7307 
0.955 0.541553 36.734 
0.956 0.541553 36.7373 
0.957 0.541553 36.7405 
0.958 0.541553 36.7438 
0.959 0.541553 36.7471 
0.96 0.541553 36.7504 
0.961 0.541553 36.7536 
0.962 0.541553 36.7536 
0.963 0.541553 36.7176 
0.964 0.541553 36.6816 
0.965 0.541553 36.6456 
0.966 0.541553 36.6456 
0.967 0.541553 36.6816 
0.968 0.541553 36.6816 
0.969 0.541553 36.7176 
0.97 0.541553 36.7176 
0.971 0.541553 36.7896 
0.972 0.541553 36.7896 
0.973 0.541553 36.8256 
0.974 0.541553 36.8256 
0.975 0.541553 36.8256 
0.976 0.541553 36.8256 
0.977 0.541553 36.8256 
0.978 0.541553 36.8256 
0.979 0.541553 36.8256 
0.98 0.541553 36.8256 
0.981 0.541553 36.8224 
0.982 0.541553 36.8191 
0.983 0.541553 36.8158 
0.984 0.541553 36.8125 
0.985 0.541553 36.8093 
0.986 0.541553 36.806 
0.987 0.541553 36.8027 
0.988 0.541553 36.7995 
0.989 0.541553 36.7962 
0.99 0.541553 36.7929 
0.991 0.541553 36.7896 
0.992 0.541553 36.7896 
0.993 0.541553 36.8256 
0.994 0.541553 36.8256 
0.995 0.541553 36.8256 
0.996 0.541553 36.8256 
0.997 0.541553 36.8256 
0.998 0.541553 36.8256 
0.999 0.541553 36.8256 
1 0.541553 36.7896 
1.001 0.541553 36.7896 
1.002 0.541553 36.7896 
1.003 0.541553 36.7896 
1.004 0.541553 36.7896 
1.005 0.541553 36.7896 
1.006 0.541553 36.7896 
1.007 0.541553 36.7896 
1.008 0.541553 36.7896 
1.009 0.541553 36.7896 
1.01 0.541553 36.7896 
1.011 0.541553 36.7896 
1.012 0.541553 36.7896 
1.013 0.541553 36.8256 
1.014 0.541553 36.8256 
1.015 0.541553 36.8256 
1.016 0.541553 36.8256 
1.017 0.541553 36.8256 
1.018 0.541553 36.8256 
1.019 0.541553 36.8256 
1.02 0.541553 36.7896 
1.021 0.541553 36.7536 
1.022 0.541553 36.7176 
1.023 0.541553 36.7176 
1.024 0.541553 36.6816 
1.025 0.541553 36.6456 
1.026 0.541553 36.6456 
1.027 0.541553 36.6456 
1.028 0.541553 36.6816 
1.029 0.541553 36.7176 
1.03 0.541553 36.7176 
1.031 0.541553 36.7209 
1.032 0.541553 36.7242 
1.033 0.541553 36.7275 
1.034 0.541553 36.7307 
1.035 0.541553 36.734 
1.036 0.541553 36.7373 
1.037 0.541553 36.7405 
1.038 0.541553 36.7438 
1.039 0.541553 36.7471 
1.04 0.541553 36.7504 
1.041 0.541553 36.7536 
1.042 0.541553 36.7176 
1.043 0.541553 36.6816 
1.044 0.541553 36.6816 
1.045 0.541553 36.6456 
1.046 0.541553 36.6456 
1.047 0.541553 36.6456 
1.048 0.541553 36.6816 
1.049 0.541553 36.6816 
1.05 0.541553 36.7176 
1.051 0.541553 36.7536 
1.052 0.541553 36.7896 
1.053 0.541553 36.7896 
1.054 0.541553 36.8256 
1.055 0.541553 36.8256 
1.056 0.541553 36.8256 
1.057 0.541553 36.8256 
1.058 0.541553 36.8256 
1.059 0.541553 36.7896 
1.06 0.541553 36.7536 
1.061 0.541553 36.7536 
1.062 0.541553 36.7536 
1.063 0.541553 36.7536 
1.064 0.541553 36.7536 
1.065 0.541553 36.7536 
1.066 0.541553 36.7536 
1.067 0.541553 36.7536 
1.068 0.541553 36.7536 
1.069 0.541553 36.7536 
1.07 0.541553 36.7536 
1.071 0.541553 36.7536 
1.072 0.541553 36.7536 
1.073 0.541553 36.7536 
1.074 0.541553 36.7896 
1.075 0.541553 36.8256 
1.076 0.541553 36.8256 
1.077 0.541553 36.7896 
1.078 0.541553 36.7896 
1.079 0.541553 36.7536 
1.08 0.541553 36.7176 
1.081 0.541553 36.6816 
1.082 0.541553 36.6456 
1.083 0.541553 36.6456 
1.084 0.541553 36.6096 
1.085 0.541553 36.5736 
1.086 0.541553 36.5736 
1.087 0.541553 36.6096 
1.088 0.541553 36.6096 
1.089 0.541553 36.6456 
1.09 0.541553 36.6816 
1.091 0.541553 36.6784 
1.092 0.541553 36.6751 
1.093 0.541553 36.6718 
1.094 0.541553 36.6685 
1.095 0.541553 36.6653 
1.096 0.541553 36.662 
1.097 0.541553 36.6587 
1.098 0.541553 36.6555 
1.099 0.541553 36.6522 
1.1 0.541553 36.6489 
1.101 0.541553 36.6456 
1.102 0.541553 36.6096 
1.103 0.541553 36.6096 
1.104 0.541553 36.5736 
1.105 0.541553 36.5376 
1.106 0.541553 36.5376 
1.107 0.541553 36.5736 
1.108 0.541553 36.5736 
1.109 0.541553 36.6096 
1.11 0.541553 36.6456 
1.111 0.541553 36.6816 
1.112 0.541553 36.7176 
1.113 0.541553 36.7176 
1.114 0.541553 36.7536 
1.115 0.541553 36.7896 
1.116 0.541553 36.7536 
1.117 0.541553 36.7536 
1.118 0.541553 36.7176 
1.119 0.541553 36.7176 
1.12 0.541553 36.6816 
1.121 0.541553 36.6784 
1.122 0.541553 36.6751 
1.123 0.541553 36.6718 
1.124 0.541553 36.6685 
1.125 0.541553 36.6653 
1.126 0.541553 36.662 
1.127 0.541553 36.6587 
1.128 0.541553 36.6555 
1.129 0.541553 36.6522 
1.13 0.541553 36.6489 
1.131 0.541553 36.6456 
1.132 0.541553 36.6816 
1.133 0.541553 36.7176 
1.134 0.541553 36.7536 
1.135 0.541553 36.7536 
1.136 0.541553 36.7536 
1.137 0.541553 36.7176 
1.138 0.541553 36.7176 
1.139 0.541553 36.6816 
1.14 0.541553 36.6456 
1.141 0.541553 36.6456 
1.142 0.541553 36.6456 
1.143 0.541553 36.6456 
1.144 0.541553 36.6456 
1.145 0.541553 36.6456 
1.146 0.541553 36.6456 
1.147 0.541553 36.6456 
1.148 0.541553 36.6456 
1.149 0.541553 36.6456 
1.15 0.541553 36.6456 
1.151 0.541553 36.6456 
1.152 0.541553 36.6816 
1.153 0.541553 36.7176 
1.154 0.541553 36.7536 
1.155 0.541553 36.7536 
1.156 0.541553 36.7536 
1.157 0.541553 36.7176 
1.158 0.541553 36.7176 
1.159 0.541553 36.6816 
1.16 0.541553 36.6456 
1.161 0.541553 36.6096 
1.162 0.541553 36.6096 
1.163 0.541553 36.5736 
1.164 0.541553 36.5376 
1.165 0.541553 36.5376 
1.166 0.541553 36.5376 
1.167 0.541553 36.5736 
1.168 0.541553 36.5736 
1.169 0.541553 36.6096 
1.17 0.541553 36.6456 
1.171 0.541553 36.6424 
1.172 0.541553 36.6391 
1.173 0.541553 36.6358 
1.174 0.541553 36.6326 
1.175 0.541553 36.6293 
1.176 0.541553 36.626 
1.177 0.541553 36.6227 
1.178 0.541553 36.6195 
1.179 0.541553 36.6162 
1.18 0.541553 36.6129 
1.181 0.541553 36.6096 
1.182 0.541553 36.6096 
1.183 0.541553 36.5736 
1.184 0.541553 36.5376 
1.185 0.541553 36.5376 
1.186 0.541553 36.5376 
1.187 0.541553 36.5736 
1.188 0.541553 36.5736 
1.189 0.541553 36.6096 
1.19 0.541553 36.6096 
1.191 0.541553 36.6816 
1.192 0.541553 36.6816 
1.193 0.541553 36.7176 
1.194 0.541553 36.7536 
1.195 0.541553 36.7536 
1.196 0.541553 36.7536 
1.197 0.541553 36.7176 
1.198 0.541553 36.7176 
1.199 0.541553 36.6816 
1.2 0.541553 36.6456 
1.201 0.541553 36.6489 
1.202 0.541553 36.6522 
1.203 0.541553 36.6555 
1.204 0.541553 36.6587 
1.205 0.541553 36.662 
1.206 0.541553 36.6653 
1.207 0.541553 36.6685 
1.208 0.541553 36.6718 
1.209 0.541553 36.6751 
1.21 0.541553 36.6784 
1.211 0.541553 36.6816 
1.212 0.541553 36.6816 
1.213 0.541553 36.7176 
1.214 0.541553 36.7536 
1.215 0.541553 36.7536 
1.216 0.541553 36.7536 
1.217 0.541553 36.7536 
1.218 0.541553 36.7176 
1.219 0.541553 36.7176 
1.22 0.541553 36.6456 
1.221 0.541553 36.6096 
1.222 0.541553 36.6096 
1.223 0.541553 36.5736 
1.224 0.541553 36.5736 
1.225 0.541553 36.5376 
1.226 0.541553 36.5736 
1.227 0.541553 36.5736 
1.228 0.541553 36.6096 
1.229 0.541553 36.6456 
1.23 0.541553 36.6816 
1.231 0.541553 36.6784 
1.232 0.541553 36.6751 
1.233 0.541553 36.6718 
1.234 0.541553 36.6685 
1.235 0.541553 36.6653 
1.236 0.541553 36.662 
1.237 0.541553 36.6587 
1.238 0.541553 36.6555 
1.239 0.541553 36.6522 
1.24 0.541553 36.6489 
1.241 0.541553 36.6456 
1.242 0.541553 36.6456 
1.243 0.541553 36.6096 
1.244 0.541553 36.5736 
1.245 0.541553 36.5736 
1.246 0.541553 36.5736 
1.247 0.541553 36.6096 
1.248 0.541553 36.6096 
1.249 0.541553 36.6456 
1.25 0.541553 36.6816 
1.251 0.541553 36.6784 
1.252 0.541553 36.6751 
1.253 0.541553 36.6718 
1.254 0.541553 36.6685 
1.255 0.541553 36.6653 
1.256 0.541553 36.662 
1.257 0.541553 36.6587 
1.258 0.541553 36.6555 
1.259 0.541553 36.6522 
1.26 0.541553 36.6489 
1.261 0.541553 36.6456 
1.262 0.541553 36.6456 
1.263 0.541553 36.6096 
1.264 0.541553 36.5736 
1.265 0.541553 36.5736 
1.266 0.541553 36.6096 
1.267 0.541553 36.6096 
1.268 0.541553 36.6456 
1.269 0.541553 36.6456 
1.27 0.541553 36.6816 
1.271 0.541553 36.7176 
1.272 0.541553 36.7536 
1.273 0.541553 36.7896 
1.274 0.541553 36.7896 
1.275 0.541553 36.8256 
1.276 0.541553 36.7896 
1.277 0.541553 36.7896 
1.278 0.541553 36.7536 
1.279 0.541553 36.7536 
1.28 0.541553 36.6816 
1.28191 0.541553 36.6816 
1.28382 0.541553 36.6816 
1.28573 0.541553 36.6816 
1.28764 0.541553 36.6816 
1.28955 0.541553 36.6816 
1.29145 0.541553 36.6816 
1.29336 0.541553 36.6816 
1.29527 0.541553 36.6816 
1.29718 0.541553 36.6816 
1.29909 0.541553 36.6816 
1.301 0.541553 36.6816 
1.292 0.541553 36.7536 
1.293 0.541553 36.7896 
1.294 0.541553 36.8256 
1.295 0.541553 36.8256 
1.296 0.541553 36.8256 
1.297 0.541553 36.7896 
1.298 0.541553 36.7536 
1.299 0.541553 36.7536 
1.3 0.541553 36.7176 
1.301 0.541553 36.7209 
1.302 0.541553 36.7242 
1.303 0.541553 36.7275 
1.304 0.541553 36.7307 
1.305 0.541553 36.734 
1.306 0.541553 36.7373 
1.307 0.541553 36.7405 
1.308 0.541553 36.7438 
1.309 0.541553 36.7471 
1.31 0.541553 36.7504 
1.311 0.541553 36.7536 
1.302 0.541553 36.6456 
1.303 0.541553 36.6096 
1.304 0.541553 36.6096 
1.305 0.541553 36.6096 
1.306 0.541553 36.6096 
1.307 0.541553 36.6456 
1.308 0.541553 36.6456 
1.309 0.541553 36.6816 
1.31 0.541553 36.7176 
1.311 0.541553 36.7144 
1.312 0.541553 36.7111 
1.313 0.541553 36.7078 
1.314 0.541553 36.7045 
1.315 0.541553 36.7013 
1.316 0.541553 36.698 
1.317 0.541553 36.6947 
1.318 0.541553 36.6915 
1.319 0.541553 36.6882 
1.32 0.541553 36.6849 
1.321 0.541553 36.6816 
1.322 0.541553 36.6456 
1.323 0.541553 36.6456 
1.324 0.541553 36.6096 
1.325 0.541553 36.6096 
1.326 0.541553 36.6456 
1.327 0.541553 36.6456 
1.328 0.541553 36.6816 
1.329 0.541553 36.7176 
1.33 0.541553 36.7176 
1.331 0.541553 36.7536 
1.332 0.541553 36.7896 
1.333 0.541553 36.8256 
1.334 0.541553 36.8256 
1.335 0.541553 36.8256 
1.336 0.541553 36.8256 
1.337 0.541553 36.7896 
1.338 0.541553 36.7896 
1.339 0.541553 36.7536 
1.34 0.541553 36.7176 
1.341 0.541553 36.7209 
1.342 0.541553 36.7242 
1.343 0.541553 36.7275 
1.344 0.541553 36.7307 
1.345 0.541553 36.734 
1.346 0.541553 36.7373 
1.347 0.541553 36.7405 
1.348 0.541553 36.7438 
1.349 0.541553 36.7471 
1.35 0.541553 36.7504 
1.351 0.541553 36.7536 
1.352 0.541553 36.7896 
1.353 0.541553 36.7896 
1.354 0.541553 36.8256 
1.355 0.541553 36.8256 
1.356 0.541553 36.8256 
1.357 0.541553 36.7896 
1.358 0.541553 36.7896 
1.359 0.541553 36.7536 
1.36 0.541553 36.7176 
1.361 0.541553 36.6816 
1.362 0.541553 36.6456 
1.363 0.541553 36.6456 
1.364 0.541553 36.6096 
1.365 0.541553 36.6096 
1.366 0.541553 36.6456 
1.367 0.541553 36.6456 
1.368 0.541553 36.6816 
1.369 0.541553 36.6816 
1.37 0.541553 36.7536 
1.371 0.541553 36.7471 
1.372 0.541553 36.7405 
1.373 0.541553 36.734 
1.374 0.541553 36.7275 
1.375 0.541553 36.7209 
1.376 0.541553 36.7144 
1.377 0.541553 36.7078 
1.378 0.541553 36.7013 
1.379 0.541553 36.6947 
1.38 0.541553 36.6882 
1.381 0.541553 36.6816 
1.382 0.541553 36.6456 
1.383 0.541553 36.6096 
1.384 0.541553 36.6096 
1.385 0.541553 36.6096 
1.386 0.541553 36.6456 
1.387 0.541553 36.6456 
1.388 0.541553 36.6816 
1.389 0.541553 36.7176 
1.39 0.541553 36.7176 
1.391 0.541553 36.7536 
1.392 0.541553 36.7896 
1.393 0.541553 36.8256 
1.394 0.541553 36.8256 
1.395 0.541553 36.8256 
1.396 0.541553 36.8256 
1.397 0.541553 36.7896 
1.398 0.541553 36.7896 
1.399 0.541553 36.7536 
1.4 0.541553 36.7176 
1.401 0.541553 36.7209 
1.402 0.541553 36.7242 
1.403 0.541553 36.7275 
1.404 0.541553 36.7307 
1.405 0.541553 36.734 
1.406 0.541553 36.7373 
1.407 0.541553 36.7405 
1.408 0.541553 36.7438 
1.409 0.541553 36.7471 
1.41 0.541553 36.7504 
1.411 0.541553 36.7536 
1.412 0.541553 36.7896 
1.413 0.541553 36.8256 
1.414 0.541553 36.8256 
1.415 0.541553 36.8256 
1.416 0.541553 36.8256 
1.417 0.541553 36.8256 
1.418 0.541553 36.7896 
1.419 0.541553 36.7536 
1.42 0.541553 36.7176 
1.421 0.541553 36.7242 
1.422 0.541553 36.7307 
1.423 0.541553 36.7373 
1.424 0.541553 36.7438 
1.425 0.541553 36.7504 
1.426 0.541553 36.7569 
1.427 0.541553 36.7635 
1.428 0.541553 36.77 
1.429 0.541553 36.7765 
1.43 0.541553 36.7831 
1.431 0.541553 36.7896 
1.432 0.541553 36.7896 
1.433 0.541553 36.8256 
1.434 0.541553 36.8256 
1.435 0.541553 36.8256 
1.436 0.541553 36.8256 
1.437 0.541553 36.7896 
1.438 0.541553 36.7896 
1.439 0.541553 36.7536 
1.44 0.541553 36.7176 
1.441 0.541553 36.6816 
1.442 0.541553 36.6816 
1.443 0.541553 36.6456 
1.444 0.541553 36.6096 
1.445 0.541553 36.6456 
1.446 0.541553 36.6456 
1.447 0.541553 36.6816 
1.448 0.541553 36.6816 
1.449 0.541553 36.7176 
1.45 0.541553 36.7536 
1.451 0.541553 36.7471 
1.452 0.541553 36.7405 
1.453 0.541553 36.734 
1.454 0.541553 36.7275 
1.455 0.541553 36.7209 
1.456 0.541553 36.7144 
1.457 0.541553 36.7078 
1.458 0.541553 36.7013 
1.459 0.541553 36.6947 
1.46 0.541553 36.6882 
1.461 0.541553 36.6816 
1.462 0.541553 36.6456 
1.463 0.541553 36.6456 
1.464 0.541553 36.6096 
1.465 0.541553 36.6456 
1.466 0.541553 36.6456 
1.467 0.541553 36.6816 
1.468 0.541553 36.6816 
1.469 0.541553 36.7176 
1.47 0.541553 36.7536 
1.471 0.541553 36.7896 
1.472 0.541553 36.8256 
1.473 0.541553 36.8256 
1.474 0.541553 36.8256 
1.475 0.541553 36.8256 
1.476 0.541553 36.8256 
1.477 0.541553 36.8256 
1.478 0.541553 36.7896 
1.479 0.541553 36.7536 
1.48 0.541553 36.7176 
1.481 0.541553 36.7242 
1.482 0.541553 36.7307 
1.483 0.541553 36.7373 
1.484 0.541553 36.7438 
1.485 0.541553 36.7504 
1.486 0.541553 36.7569 
1.487 0.541553 36.7635 
1.488 0.541553 36.77 
1.489 0.541553 36.7765 
1.49 0.541553 36.7831 
1.491 0.541553 36.7896 
1.492 0.541553 36.8256 
1.493 0.541553 36.8256 
1.494 0.541553 36.8256 
1.495 0.541553 36.8256 
1.496 0.541553 36.8256 
1.497 0.541553 36.8256 
1.498 0.541553 36.7896 
1.499 0.541553 36.7536 
1.5 0.541553 36.7176 
1.501 0.541553 36.6816 
1.502 0.541553 36.6456 
1.503 0.541553 36.6456 
1.504 0.541553 36.6456 
1.505 0.541553 36.6456 
1.506 0.541553 36.6816 
1.507 0.541553 36.6816 
1.508 0.541553 36.7176 
1.509 0.541553 36.7536 
1.51 0.541553 36.7896 
1.511 0.541553 36.7831 
1.512 0.541553 36.7765 
1.513 0.541553 36.77 
1.514 0.541553 36.7635 
1.515 0.541553 36.7569 
1.516 0.541553 36.7504 
1.517 0.541553 36.7438 
1.518 0.541553 36.7373 
1.519 0.541553 36.7307 
1.52 0.541553 36.7242 
1.521 0.541553 36.7176 
1.522 0.541553 36.6816 
1.523 0.541553 36.6456 
1.524 0.541553 36.6456 
1.525 0.541553 36.6456 
1.526 0.541553 36.6816 
1.527 0.541553 36.6816 
1.528 0.541553 36.7176 
1.529 0.541553 36.7536 
1.53 0.541553 36.7896 
1.531 0.541553 36.7896 
1.532 0.541553 36.8256 
1.533 0.541553 36.8256 
1.534 0.541553 36.8256 
1.535 0.541553 36.8256 
1.536 0.541553 36.8256 
1.537 0.541553 36.8256 
1.538 0.541553 36.7896 
1.539 0.541553 36.7536 
1.54 0.541553 36.7176 
1.541 0.541553 36.7275 
1.542 0.541553 36.7373 
1.543 0.541553 36.7471 
1.544 0.541553 36.7569 
1.545 0.541553 36.7667 
1.546 0.541553 36.7765 
1.547 0.541553 36.7864 
1.548 0.541553 36.7962 
1.549 0.541553 36.806 
1.55 0.541553 36.8158 
1.551 0.541553 36.8256 
1.552 0.541553 36.8256 
1.553 0.541553 36.8256 
1.554 0.541553 36.8256 
1.555 0.541553 36.8256 
1.556 0.541553 36.8256 
1.557 0.541553 36.8256 
1.558 0.541553 36.7896 
1.559 0.541553 36.7536 
1.56 0.541553 36.7176 
1.561 0.541553 36.7242 
1.562 0.541553 36.7307 
1.563 0.541553 36.7373 
1.564 0.541553 36.7438 
1.565 0.541553 36.7504 
1.566 0.541553 36.7569 
1.567 0.541553 36.7635 
1.568 0.541553 36.77 
1.569 0.541553 36.7765 
1.57 0.541553 36.7831 
1.571 0.541553 36.7896 
1.572 0.541553 36.8256 
1.573 0.541553 36.8256 
1.574 0.541553 36.8256 
1.575 0.541553 36.8256 
1.576 0.541553 36.8256 
1.577 0.541553 36.8256 
1.578 0.541553 36.7896 
1.579 0.541553 36.7536 
1.58 0.541553 36.7176 
1.581 0.541553 36.7176 
1.582 0.541553 36.6816 
1.583 0.541553 36.6456 
1.584 0.541553 36.6456 
1.585 0.541553 36.6816 
1.586 0.541553 36.6816 
1.587 0.541553 36.7176 
1.588 0.541553 36.7176 
1.589 0.541553 36.7896 
1.59 0.541553 36.7896 
1.591 0.541553 36.7831 
1.592 0.541553 36.7765 
1.593 0.541553 36.77 
1.594 0.541553 36.7635 
1.595 0.541553 36.7569 
1.596 0.541553 36.7504 
1.597 0.541553 36.7438 
1.598 0.541553 36.7373 
1.599 0.541553 36.7307 
1.6 0.541553 36.7242 
1.601 0.541553 36.7176 
1.602 0.541553 36.6816 
1.603 0.541553 36.6456 
1.604 0.541553 36.6456 
1.605 0.541553 36.6816 
1.606 0.541553 36.7176 
1.607 0.541553 36.7176 
1.608 0.541553 36.7536 
1.609 0.541553 36.7896 
1.61 0.541553 36.8256 
1.611 0.541553 36.8256 
1.612 0.541553 36.8256 
1.613 0.541553 36.8256 
1.614 0.541553 36.8256 
1.615 0.541553 36.8256 
1.616 0.541553 36.8256 
1.617 0.541553 36.8256 
1.618 0.541553 36.7896 
1.619 0.541553 36.7536 
1.62 0.541553 36.7176 
1.621 0.541553 36.7275 
1.622 0.541553 36.7373 
1.623 0.541553 36.7471 
1.624 0.541553 36.7569 
1.625 0.541553 36.7667 
1.626 0.541553 36.7765 
1.627 0.541553 36.7864 
1.628 0.541553 36.7962 
1.629 0.541553 36.806 
1.63 0.541553 36.8158 
1.631 0.541553 36.8256 
1.632 0.541553 36.8256 
1.633 0.541553 36.8256 
1.634 0.541553 36.8256 
1.635 0.541553 36.8256 
1.636 0.541553 36.8256 
1.637 0.541553 36.8256 
1.638 0.541553 36.7896 
1.639 0.541553 36.7536 
1.64 0.541553 36.7176 
1.641 0.541553 36.7176 
1.642 0.541553 36.6816 
1.643 0.541553 36.6456 
1.644 0.541553 36.6456 
1.645 0.541553 36.6816 
1.646 0.541553 36.7176 
1.647 0.541553 36.7176 
1.648 0.541553 36.7536 
1.649 0.541553 36.7896 
1.65 0.541553 36.8256 
1.651 0.541553 36.8158 
1.652 0.541553 36.806 
1.653 0.541553 36.7962 
1.654 0.541553 36.7864 
1.655 0.541553 36.7765 
1.656 0.541553 36.7667 
1.657 0.541553 36.7569 
1.658 0.541553 36.7471 
1.659 0.541553 36.7373 
1.66 0.541553 36.7275 
1.661 0.541553 36.7176 
1.662 0.541553 36.6816 
1.663 0.541553 36.6816 
1.664 0.541553 36.6816 
1.665 0.541553 36.6816 
1.666 0.541553 36.7176 
1.667 0.541553 36.7176 
1.668 0.541553 36.7536 
1.669 0.541553 36.7896 
1.67 0.541553 36.8256 
1.671 0.541553 36.8158 
1.672 0.541553 36.806 
1.673 0.541553 36.7962 
1.674 0.541553 36.7864 
1.675 0.541553 36.7765 
1.676 0.541553 36.7667 
1.677 0.541553 36.7569 
1.678 0.541553 36.7471 
1.679 0.541553 36.7373 
1.68 0.541553 36.7275 
1.681 0.541553 36.7176 
1.682 0.541553 36.6816 
1.683 0.541553 36.6816 
1.684 0.541553 36.6816 
1.685 0.541553 36.6816 
1.686 0.541553 36.7176 
1.687 0.541553 36.7176 
1.688 0.541553 36.7536 
1.689 0.541553 36.7896 
1.69 0.541553 36.7896 
1.691 0.541553 36.8256 
1.692 0.541553 36.8256 
1.693 0.541553 36.8256 
1.694 0.541553 36.8256 
1.695 0.541553 36.8256 
1.696 0.541553 36.8256 
1.697 0.541553 36.8256 
1.698 0.541553 36.7896 
1.699 0.541553 36.7536 
1.7 0.541553 36.7176 
1.701 0.541553 36.7275 
1.702 0.541553 36.7373 
1.703 0.541553 36.7471 
1.704 0.541553 36.7569 
1.705 0.541553 36.7667 
1.706 0.541553 36.7765 
1.707 0.541553 36.7864 
1.708 0.541553 36.7962 
1.709 0.541553 36.806 
1.71 0.541553 36.8158 
1.711 0.541553 36.8256 
1.712 0.541553 36.8256 
1.713 0.541553 36.8256 
1.714 0.541553 36.8256 
1.715 0.541553 36.8256 
1.716 0.541553 36.8256 
1.717 0.541553 36.8256 
1.718 0.541553 36.7896 
1.719 0.541553 36.7536 
1.72 0.541553 36.7176 
1.721 0.541553 36.7176 
1.722 0.541553 36.6816 
1.723 0.541553 36.6816 
1.724 0.541553 36.6816 
1.725 0.541553 36.6816 
1.726 0.541553 36.7176 
1.727 0.541553 36.7536 
1.728 0.541553 36.7536 
1.729 0.541553 36.7896 
1.73 0.541553 36.8256 
1.731 0.541553 36.8158 
1.732 0.541553 36.806 
1.733 0.541553 36.7962 
1.734 0.541553 36.7864 
1.735 0.541553 36.7765 
1.736 0.541553 36.7667 
1.737 0.541553 36.7569 
1.738 0.541553 36.7471 
1.739 0.541553 36.7373 
1.74 0.541553 36.7275 
1.741 0.541553 36.7176 
1.742 0.541553 36.6816 
1.743 0.541553 36.6816 
1.744 0.541553 36.6816 
1.745 0.541553 36.6816 
1.746 0.541553 36.7176 
1.747 0.541553 36.7176 
1.748 0.541553 36.7536 
1.749 0.541553 36.7896 
1.75 0.541553 36.8256 
1.751 0.541553 36.8256 
1.752 0.541553 36.8256 
1.753 0.541553 36.8256 
1.754 0.541553 36.8256 
1.755 0.541553 36.8256 
1.756 0.541553 36.8256 
1.757 0.541553 36.8256 
1.758 0.541553 36.7536 
1.759 0.541553 36.7176 
1.76 0.541553 36.7176 
1.761 0.541553 36.7275 
1.762 0.541553 36.7373 
1.763 0.541553 36.7471 
1.764 0.541553 36.7569 
1.765 0.541553 36.7667 
1.766 0.541553 36.7765 
1.767 0.541553 36.7864 
1.768 0.541553 36.7962 
1.769 0.541553 36.806 
1.77 0.541553 36.8158 
1.771 0.541553 36.8256 
1.772 0.541553 36.8256 
1.773 0.541553 36.8256 
1.774 0.541553 36.8256 
1.775 0.541553 36.8256 
1.776 0.541553 36.8256 
1.777 0.541553 36.7896 
1.778 0.541553 36.7536 
1.779 0.541553 36.7176 
1.78 0.541553 36.7176 
1.781 0.541553 36.6456 
1.782 0.541553 36.6456 
1.783 0.541553 36.6096 
1.784 0.541553 36.6456 
1.785 0.541553 36.6456 
1.786 0.541553 36.6816 
1.787 0.541553 36.6816 
1.788 0.541553 36.7176 
1.789 0.541553 36.7536 
1.79 0.541553 36.7896 
1.791 0.541553 36.7765 
1.792 0.541553 36.7635 
1.793 0.541553 36.7504 
1.794 0.541553 36.7373 
1.795 0.541553 36.7242 
1.796 0.541553 36.7111 
1.797 0.541553 36.698 
1.798 0.541553 36.6849 
1.799 0.541553 36.6718 
1.8 0.541553 36.6587 
1.801 0.541553 36.6456 
1.802 0.541553 36.6096 
1.803 0.541553 36.6096 
1.804 0.541553 36.6096 
1.805 0.541553 36.6456 
1.806 0.541553 36.6456 
1.807 0.541553 36.6816 
1.808 0.541553 36.7176 
1.809 0.541553 36.7536 
1.81 0.541553 36.7536 
1.811 0.541553 36.7405 
1.812 0.541553 36.7275 
1.813 0.541553 36.7144 
1.814 0.541553 36.7013 
1.815 0.541553 36.6882 
1.816 0.541553 36.6751 
1.817 0.541553 36.662 
1.818 0.541553 36.6489 
1.819 0.541553 36.6358 
1.82 0.541553 36.6227 
1.821 0.541553 36.6096 
1.822 0.541553 36.6096 
1.823 0.541553 36.6096 
1.824 0.541553 36.6096 
1.825 0.541553 36.6096 
1.826 0.541553 36.6456 
1.827 0.541553 36.6816 
1.828 0.541553 36.7176 
1.829 0.541553 36.7536 
1.83 0.541553 36.7536 
1.831 0.541553 36.7896 
1.832 0.541553 36.7896 
1.833 0.541553 36.8256 
1.834 0.541553 36.7896 
1.835 0.541553 36.7896 
1.836 0.541553 36.7536 
1.837 0.541553 36.7176 
1.838 0.541553 36.6816 
1.839 0.541553 36.6456 
1.84 0.541553 36.6456 
1.841 0.541553 36.6587 
